system:index,B11,B12,B5,B6,B7,B8,Blue,Green,MSK_CLDPRB,MSK_SNWPRB,Red,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,cirrus,cirrus_scl,class,cloud_shadow,dark_pixel,date,hi_prob_cloud,low_prob_cloud,med_prob_cloud,mission,opaque,snow_ice,system:time_start,vol_init,water,.geo
00000000000000001828,53,16,0.04475,0.01665,0.0147,0.01155,0.0253,0.03335,0,0,0.0487,0.0242,0.0053,0.0016,0.0253,0.03335,0.0487,0.04475,0.01665,0.0147,0.01155,0.007,0.0113,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.61494673558711,46.7463883742587]}"
00000000000000001829,46,48,0.0485,0.0161,0.0139,0.0121,0.0272,0.0359,0,0,0.0503,0.02555,0.0046,0.0048,0.0272,0.0359,0.0503,0.0485,0.0161,0.0139,0.0121,0.00505,0.01405,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.61615069287154,46.74578639561649]}"
0000000000000000182a,38.5,40.5,0.05365,0.01784999999999999,0.01525,0.0119,0.02805,0.0374,0,0,0.05715,0.0262,0.00385,0.00405,0.02805,0.0374,0.05715,0.05365,0.01784999999999999,0.01525,0.0119,0.0071,0.0077,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.61881277620046,46.74493470731529]}"
0000000000000000182b,43,37,0.1101,0.0545,0.0499,0.0417,0.0487,0.0709,0,0,0.1107,0.0413,0.0043,0.0037,0.0487,0.0709,0.1107,0.1101,0.0545,0.0499,0.0417,0.0249,0.0124,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.48825921555766,46.76745762673623]}"
0000000000000000182c,56,36,0.113,0.0564,0.0519,0.0429,0.0504,0.07350000000000001,0,0,0.1141,0.0413,0.0056,0.0036,0.0504,0.07350000000000001,0.1141,0.113,0.0564,0.0519,0.0429,0.0277,0.0124,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.48755467759123,46.767372903816224]}"
0000000000000000182d,49,30,0.1149,0.0548,0.0505,0.0421,0.051,0.0751,0,0,0.1167,0.0441,0.0049,0.003,0.051,0.0751,0.1167,0.1149,0.0548,0.0505,0.0421,0.0255,0.0163,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.48251143429978,46.76844308806905]}"
0000000000000000182e,51,37,0.1112,0.057,0.0505,0.0422,0.0511,0.0721,0,0,0.1123,0.0444,0.0051,0.0037,0.0511,0.0721,0.1123,0.1112,0.057,0.0505,0.0422,0.0259,0.0278,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.48851784341876,46.76718116247092]}"
0000000000000000182f,150.5,112.5,0.10145,0.04565,0.04235,0.03725,0.05355,0.07500000000000001,0,0,0.1097,0.0349,0.01505,0.01125,0.05355,0.07500000000000001,0.1097,0.10145,0.04565,0.04235,0.03725,0.02195,0.02245,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.77518207059587,46.88440647006496]}"
00000000000000001830,121.5,103.5,0.0965,0.0411,0.03735,0.0324,0.04870000000000001,0.07189999999999999,0,0,0.10525,0.0349,0.01215,0.01035,0.04870000000000001,0.07189999999999999,0.10525,0.0965,0.0411,0.03735,0.0324,0.01985,0.02245,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.77480750610738,46.884156760405965]}"
00000000000000001831,169.5,136,0.0984,0.04375,0.04,0.0345,0.05305,0.0765,0,0,0.10645000000000002,0.04005,0.01695,0.0136,0.05305,0.0765,0.10645000000000002,0.0984,0.04375,0.04,0.0345,0.0262,0.0396,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.77379083106719,46.883693013896405]}"
00000000000000001832,142,93,0.0938,0.04085,0.037,0.0302,0.0449,0.0674,0,0,0.1009,0.03285,0.0142,0.0093,0.0449,0.0674,0.1009,0.0938,0.04085,0.037,0.0302,0.01585,0.04665,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.77577513103599,46.88447781568181]}"
00000000000000001833,203.5,158.5,0.1017,0.0441,0.03805,0.03785,0.05315,0.0752,0,0,0.10915,0.05175,0.02035,0.01585,0.05315,0.0752,0.10915,0.1017,0.0441,0.03805,0.03785,0.0212,0.07085,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.77361692612611,46.88330507210476]}"
00000000000000001834,55,38,0.0418,0.01255,0.01245,0.01025,0.0352,0.0606,0,0,0.0585,0.0234,0.0055,0.0038,0.0352,0.0606,0.0585,0.0418,0.01255,0.01245,0.01025,0.00685,0.02505,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.4531859244255,46.898590870515974]}"
00000000000000001835,68,37,0.04165,0.0147,0.0136,0.01085,0.0297,0.05055,0,0,0.05535,0.0234,0.0068,0.0037,0.0297,0.05055,0.05535,0.04165,0.0147,0.0136,0.01085,0.00935,0.02505,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.45271325971382,46.89867559343599]}"
00000000000000001836,51,42,0.043,0.01375,0.01395,0.01115,0.03505,0.06025,0,0,0.05935,0.02985,0.0051,0.0042,0.03505,0.06025,0.05935,0.043,0.01375,0.01395,0.01115,0.00735,0.0107,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.45368534374347,46.89841696557489]}"
00000000000000001837,85,48,0.0403,0.01415,0.01155,0.01195,0.02905,0.0472,0,0,0.05325,0.0234,0.0085,0.0048,0.02905,0.0472,0.05325,0.0403,0.01415,0.01155,0.01195,0.00805,0.02505,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.4530521513939,46.8984838520907]}"
00000000000000001838,51,42,0.043,0.01375,0.01395,0.01115,0.03505,0.06025,0,0,0.05935,0.02985,0.0051,0.0042,0.03505,0.06025,0.05935,0.043,0.01375,0.01395,0.01115,0.00735,0.0107,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.45346684779186,46.89840804737279]}"
00000000000000001839,44.5,21,0.0432,0.01255,0.01175,0.00955,0.03785,0.06155000000000001,0,0,0.0598,0.0323,0.00445,0.0021,0.03785,0.06155000000000001,0.0598,0.0432,0.01255,0.01175,0.00955,0.00625,0.00585,0,0,darkNearShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.4526775869054,46.89885395747813]}"
0000000000000000183a,24,28,0.124,0.057,0.0498,0.0409,0.0665,0.0968,0,0,0.1352,0.0536,0.0024,0.0028,0.0665,0.0968,0.1352,0.124,0.057,0.0498,0.0409,0.026,0.0104,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.9091002547798,46.73758610877921]}"
0000000000000000183b,23,14,0.0432,0.0162,0.0144,0.0115,0.0491,0.0653,0,0,0.0564,0.0401,0.0023,0.0014,0.0491,0.0653,0.0564,0.0432,0.0162,0.0144,0.0115,0.0091,0.007,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.91182030642238,46.763225939836516]}"
0000000000000000183c,28,22,0.0653,0.0248,0.0214,0.017,0.0566,0.0795,0,0,0.0834,0.0452,0.0028,0.0022,0.0566,0.0795,0.0834,0.0653,0.0248,0.0214,0.017,0.0121,0.0076,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.90357988767562,46.75475810693602]}"
0000000000000000183d,23,11,0.0328,0.0123,0.0113,0.0095,0.0385,0.0495,0,0,0.042,0.0326,0.0023,0.0011,0.0385,0.0495,0.042,0.0328,0.0123,0.0113,0.0095,0.0076,0.0059,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.85028025278378,46.79682972537528]}"
0000000000000000183e,24,18,0.0464,0.0169,0.0148,0.0129,0.0467,0.06380000000000001,0,0,0.0602,0.0366,0.0024,0.0018,0.0467,0.06380000000000001,0.0602,0.0464,0.0169,0.0148,0.0129,0.0084,0.0067,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.83448611685247,46.79553658606979]}"
0000000000000000183f,14,19.5,0.0384,0.0128,0.01185,0.00975,0.05,0.06595000000000001,0,0,0.0524,0.03875000000000001,0.0014,0.00195,0.05,0.06595000000000001,0.0524,0.0384,0.0128,0.01185,0.00975,0.0068,0.0047,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.64317284525544,46.82372702292966]}"
00000000000000001840,14,16,0.046,0.0151,0.0134,0.0115,0.0656,0.0924,0,0,0.0675,0.0555,0.0014,0.0016,0.0656,0.0924,0.0675,0.046,0.0151,0.0134,0.0115,0.007,0.005,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.53998924687869,46.783559440640225]}"
00000000000000001841,20,9,0.0521,0.0176,0.0156,0.0127,0.0656,0.0939,0,0,0.0747,0.056,0.002,9.000000000000001e-4,0.0656,0.0939,0.0747,0.0521,0.0176,0.0156,0.0127,0.0077,0.0052,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.54136265000315,46.77768234545179]}"
00000000000000001842,15,1,0.024,0.0093,0.0088,0.0078,0.058,0.07490000000000001,0,0,0.0362,0.0505,0.0015,1e-4,0.058,0.07490000000000001,0.0362,0.024,0.0093,0.0088,0.0078,0.0055,0.0058,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.36680668016496,46.8256488954837]}"
00000000000000001843,13,11.5,0.0107,0.0044,0.0047,0.00365,0.03785,0.04055,0,0,0.014,0.0347,0.0013,0.00115,0.03785,0.04055,0.014,0.0107,0.0044,0.0047,0.00365,0.00255,0.00385,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.51767590520726,46.86625346967639]}"
00000000000000001844,17,10,0.0114,0.0061,0.0062,0.0045,0.0407,0.0429,0,0,0.0154,0.0358,0.0017,0.001,0.0407,0.0429,0.0154,0.0114,0.0061,0.0062,0.0045,0.0042,0.0042,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.47860526177696,46.81974058658789]}"
00000000000000001845,14,8,0.0191,0.0083,0.008,0.0066,0.0545,0.0671,0,0,0.0301,0.0486,0.0014,8e-4,0.0545,0.0671,0.0301,0.0191,0.0083,0.008,0.0066,0.0044,0.0042,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.55046813435429,46.79559901348454]}"
00000000000000001846,68,67,0.0358,0.017,0.0164,0.0153,0.0593,0.07970000000000001,0,0,0.0504,0.0476,0.0068,0.0067,0.0593,0.07970000000000001,0.0504,0.0358,0.017,0.0164,0.0153,0.0113,0.0088,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.70299814274269,46.749830800271965]}"
00000000000000001847,83,68,0.042,0.0186,0.0185,0.017,0.0591,0.08320000000000001,0,0,0.0592,0.0502,0.0083,0.0068,0.0591,0.08320000000000001,0.0592,0.042,0.0186,0.0185,0.017,0.0135,0.0091,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.692010917747,46.74183117298208]}"
00000000000000001848,91,87,0.0406,0.0197,0.0203,0.0168,0.0655,0.0852,0,0,0.0533,0.0572,0.0091,0.0087,0.0655,0.0852,0.0533,0.0406,0.0197,0.0203,0.0168,0.0152,0.016,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.51039173184014,46.64904619826198]}"
00000000000000001849,147,125,0.0466,0.0242,0.0246,0.0208,0.0694,0.0935,0,0,0.0626,0.0556,0.0147,0.0125,0.0694,0.0935,0.0626,0.0466,0.0242,0.0246,0.0208,0.0202,0.019,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.48575965762092,46.65776819992253]}"
0000000000000000184a,187,171,0.0456,0.0296,0.0283,0.0253,0.0697,0.0878,0,0,0.0578,0.0612,0.0187,0.0171,0.0697,0.0878,0.0578,0.0456,0.0296,0.0283,0.0253,0.0243,0.0243,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.52770196212964,46.62005312321248]}"
0000000000000000184b,26,26,0.0271,0.00885,0.0093,0.00865,0.04570000000000001,0.0637,0,0,0.03900000000000001,0.0353,0.0026,0.0026,0.0457,0.0637,0.03900000000000001,0.0271,0.00885,0.0093,0.00865,0.00595,0.00355,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.71309800662874,46.87209043295534]}"
0000000000000000184c,21,23,0.0259,0.00965,0.00945,0.00815,0.0437,0.06185,0,0,0.0374,0.0345,0.0021,0.0023,0.0437,0.06185,0.0374,0.0259,0.00964999999999999,0.00945,0.00815,0.00565,0.00385,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.71790491756435,46.87983589148518]}"
0000000000000000184d,17,17,0.02415,0.00915,0.00925,0.00765,0.0432,0.05935,0,0,0.0349,0.0347,0.0017,0.0017,0.0432,0.05935,0.0349,0.02415,0.00915,0.00925,0.00765,0.0051,0.0034,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.7302655456845,46.88734501765917]}"
0000000000000000184e,36,33,0.027,0.01045,0.01065,0.0102,0.0449,0.06355,0,0,0.0374,0.03565,0.0036,0.0033,0.0449,0.06355,0.0374,0.027,0.01045,0.01065,0.0102,0.00805,0.0045,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.70470597844616,46.90073569812268]}"
0000000000000000184f,30,33,0.0273,0.01275,0.01235,0.00965,0.0459,0.0631,0,0,0.03900000000000001,0.0359,0.003,0.0033,0.0459,0.0631,0.03900000000000001,0.0273,0.01275,0.01235,0.00965,0.00745,0.00555,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.72908388390535,46.90073569812268]}"
00000000000000001850,20,10,0.026950000000000002,0.00965,0.00995,0.0076,0.04455,0.06435,0,0,0.0403,0.03595,0.002,0.001,0.04455,0.06435,0.0403,0.026950000000000002,0.00965,0.00995,0.0076,0.00665,0.00375,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.67140541177903,46.903785723243246]}"
00000000000000001851,23,10,0.0223,0.0069,0.0057,0.0043,0.0599,0.0779,0,0,0.0354,0.0473,0.0023,0.001,0.0599,0.0779,0.0354,0.0223,0.0069,0.0057,0.0043,0.0013,0.0035,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.43943405677666,47.077329477142285]}"
00000000000000001852,37,37,0.0187,0.0069,0.0069,0.0046,0.0553,0.0712,0,0,0.0299,0.0426,0.0037,0.0037,0.0553,0.0712,0.0299,0.0187,0.0069,0.0069,0.0046,0.0029,0.0048,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.44947595234902,47.070025469616745]}"
00000000000000001853,32,28,0.0258,0.0082,0.0079,0.0061,0.0602,0.0795,0,0,0.0402,0.0486,0.0032,0.0028,0.0602,0.0795,0.0402,0.0258,0.0082,0.0079,0.0061,0.0067,0.0078,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.43574192110441,47.079554568567964]}"
00000000000000001854,22,20,0.0197,0.0069,0.0048,0.0045,0.0572,0.0714,0,0,0.0324,0.0438,0.0022,0.002,0.0572,0.0714,0.0324,0.0197,0.0069,0.0048,0.0045,0.0032,0.0042,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.45153605703571,47.067626473249994]}"
00000000000000001855,28,24,0.0257,0.0082,0.0086,0.0074,0.0576,0.0777,0,0,0.0406,0.0442,0.0028,0.0024,0.0576,0.0777,0.0406,0.0257,0.0082,0.0086,0.0074,0.0047,0.006,0,0,offShoreSediment,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.431536988811,47.08130699528197]}"
00000000000000001856,483.5,262.5,0.05925,0.0507,0.04785,0.0929,0.114,0.0962,0,0,0.0639,0.07995000000000001,0.04835,0.02625,0.114,0.0962,0.0639,0.05925,0.0507,0.04785,0.0929,0.04190000000000001,0.0736,0,1,cloud,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.90094901805408,46.88350573165217]}"
00000000000000001857,984,626,0.09395,0.09495,0.0905,0.0827,0.08145,0.09325,0,0,0.0888,0.08025,0.0984,0.0626,0.08145,0.09325,0.0888,0.09395,0.09495,0.0905,0.0827,0.0817,0.0954,0,1,cloud,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.90008841155077,46.89224556971693]}"
00000000000000001858,1124.5,753.5,0.09945,0.1024,0.0978,0.1186,0.1076,0.1051,0,0,0.0942,0.08510000000000001,0.11245,0.07535,0.1076,0.1051,0.0942,0.09945,0.1024,0.0978,0.1186,0.09015,0.11375000000000002,0,1,cloud,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.89897363628741,46.89412285126043]}"
00000000000000001859,252,188.5,0.0355,0.03045,0.02935,0.03915,0.06860000000000001,0.06785,0,0,0.0389,0.06045,0.0252,0.01885,0.06860000000000001,0.06785,0.0389,0.0355,0.03045,0.02935,0.03915,0.0255,0.03735,0,1,cloud,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-91.91312236392999,46.878966366779764]}"
0000000000000000185a,713.5,404,0.07600000000000001,0.069,0.0637,0.0844,0.1048,0.09645,0,0,0.0767,0.07995000000000001,0.07135,0.0404,0.1048,0.09645,0.0767,0.07600000000000001,0.069,0.0637,0.0844,0.0603,0.0736,0,1,cloud,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.90153316029209,46.883189135477366]}"
0000000000000000185b,1186.5,968,0.10285,0.1076,0.10725,0.1391,0.1355,0.1285,0,0,0.1011,0.1074,0.1004,0.08115,0.1156,0.116,0.08965000000000001,0.09295,0.08610000000000001,0.08705000000000002,0.1161,0.08860000000000001,0.14020000000000002,0,1,cloud,0,0,2019-05-12,0,0,0,SEN2,0,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.87932683704592,46.90330859943052]}"
0000000000000000185c,6210.5,5793,0.76885,0.77285,0.7722,0.65,0.6847000000000001,0.66595,100,0,0.7175,0.8025500000000001,0.6210500000000001,0.5793,0.6847000000000001,0.66595,0.7175,0.76885,0.77285,0.7722,0.65,0.7641,1.09745,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.08879064768472,46.89130024029358]}"
0000000000000000185d,5029,4891.5,0.5667,0.5822,0.5996000000000001,0.58625,0.6768000000000001,0.54045,100,0,0.5084500000000001,0.75785,0.5029,0.48915,0.6768000000000001,0.54045,0.5084500000000001,0.5667,0.5822,0.5996000000000001,0.58625,0.6053999999999999,1.11415,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.10733158986494,46.89270931622647]}"
0000000000000000185e,5437,4537.5,0.5552,0.5181500000000001,0.4953,0.6273000000000001,0.6180000000000001,0.58955,100,0,0.5647500000000001,0.6084499999999999,0.5437000000000001,0.45375,0.6180000000000001,0.58955,0.5647500000000001,0.5552,0.5181500000000001,0.4953,0.6273000000000001,0.49130000000000007,0.94595,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.12380796825742,46.86454563397291]}"
0000000000000000185f,6072.5,5332,0.79990000000000006,0.7789,0.76685,0.75495,0.8043,0.7610000000000001,100,0,0.7618500000000001,0.92105,0.6072500000000001,0.5332,0.8043,0.7610000000000001,0.7618500000000001,0.79990000000000006,0.7789,0.76685,0.75495,0.7472000000000001,1.3386,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.09909117111818,46.88566839566308]}"
00000000000000001860,5677,4673.5,0.73740000000000006,0.7012499999999999,0.6667000000000001,0.7379500000000001,0.772,0.7248,100,0,0.7200500000000001,0.74875,0.5677000000000001,0.46735,0.772,0.7248,0.7200500000000001,0.73740000000000006,0.7012499999999999,0.6667000000000001,0.7379500000000001,0.6371,1.1922,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-91.04278610211631,46.89927757207821]}"
00000000000000001861,3759.5,3364.5,0.42490000000000006,0.3992,0.38935,0.5022500000000001,0.54135,0.46575,100,0,0.42585,0.4988,0.37595,0.33645,0.54135,0.46575,0.42585,0.42490000000000006,0.3992,0.38935,0.5022500000000001,0.38475,0.7107000000000001,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.31471745941283,46.616958507081385]}"
00000000000000001862,6308,5017,0.96655,0.9228,0.8902000000000001,1.0048,1.0841,0.9831,100,0,0.9435,1.0816500000000002,0.6308,0.5017,1.0841,0.9831,0.9435,0.96655,0.9228,0.8902000000000001,1.0048,0.86185,1.5771000000000002,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.36758902060355,46.60752750835334]}"
00000000000000001863,3306.5,2870.5,0.4322,0.3995,0.3967500000000001,0.49305,0.55025,0.48985,100,0,0.44185,0.58225,0.33065,0.28705,0.55025,0.48985,0.44185,0.4322,0.3995,0.3967500000000001,0.49305,0.4001,0.83775,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.37857624559923,46.65326450785854]}"
00000000000000001864,4626,4135,0.6195,0.6242,0.6288,0.5792,0.6326,0.5900000000000001,100,0,0.5787,0.7998000000000001,0.4626,0.4135,0.6326,0.5900000000000001,0.5787,0.6195,0.6242,0.6288,0.5792,0.6171,1.2001000000000002,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.39711272867842,46.61129990784456]}"
00000000000000001865,4529,4081,0.5094000000000001,0.4791,0.4547000000000001,0.5491,0.5811000000000001,0.5372,100,0,0.5025000000000001,0.4574,0.4529,0.4081,0.5811000000000001,0.5372,0.5025000000000001,0.5094000000000001,0.4791,0.4547000000000001,0.5491,0.4318,0.6988000000000001,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.45891141017812,46.68624401924983]}"
00000000000000001866,6400,5742,0.7764000000000001,0.7529,0.7301000000000001,0.8033,0.8374,0.7717,100,0,0.7501,0.8170000000000001,0.64,0.5742,0.8374,0.7717,0.7501,0.7764000000000001,0.7529,0.7301000000000001,0.8033,0.7150000000000001,1.1854,0,0,cloud,0,0,2019-05-12,1,0,0,SEN2,1,0,2019-05-12T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.22614187608718,46.63629316924913]}"
